Number of reviews,Last Review Date,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Checkin,Review Scores Communication,Review Scores Location,Review Scores Value,Reviews per month
7,2005-01-17,91,10,10,10,10,9,9,1.34
58,2005-05-17,99,10,10,10,10,10,10,7.02
4,4/14/17,95,9,7,9,10,9,9,0.94
2,3/31/17,100,10,10,10,10,10,10,1.02
17,4/29/17,94,9,8,10,10,10,9,0.78
68,2005-04-17,98,10,10,10,10,10,10,4.68
152,2005-05-17,93,10,9,10,10,10,10,4.6
5,8/30/16,93,9,9,10,10,10,9,0.27
21,2001-08-17,88,10,9,10,10,7,9,0.68
15,11/19/16,85,9,9,9,9,8,9,1.03
22,2005-02-17,98,10,9,10,10,10,10,4.43
3,2/15/17,100,10,10,10,10,10,10,0.43
1,11/15/16,60,6,4,10,10,10,8,0.17
64,2005-05-17,97,10,10,10,10,9,10,5.05
134,2005-03-17,94,10,10,10,10,9,10,3.96
10,2003-12-17,94,9,10,10,10,9,10,0.53
105,2005-05-17,99,10,10,10,10,10,10,7.16
19,2004-05-17,97,10,10,10,10,10,9,2.1
62,2003-09-17,97,10,10,10,10,9,10,4.17
29,5/31/16,97,10,10,10,10,9,10,0.82
14,2004-12-17,99,10,10,10,10,10,10,1.41
3,2005-07-17,100,10,10,10,10,10,10,3
32,2005-05-17,84,9,9,10,10,8,9,4.4
2,2/19/17,100,10,10,10,10,9,10,0.29
4,3/20/17,100,10,10,10,10,10,10,1.11
1,2006-09-15,80,10,8,10,10,8,8,0.04
6,2005-03-17,97,9,10,10,9,9,9,0.88
27,2003-12-17,90,9,9,10,10,9,9,1.32
2,3/13/17,90,9,9,9,10,10,9,0.43
34,2004-11-17,96,10,10,10,10,10,10,1.77
66,2005-07-17,97,10,10,10,10,9,10,2.32
177,2005-04-17,99,10,10,10,10,9,10,5.44
32,4/13/17,96,10,10,10,10,9,10,2.44
5,5/15/16,96,10,9,9,10,6,9,0.26
26,2004-10-17,99,10,10,10,10,10,10,1.39
34,2005-02-17,98,10,10,10,10,10,10,3.41
10,2005-01-17,100,10,10,10,10,10,9,1.68
39,8/25/16,91,9,10,10,10,8,9,1.06
1,12/13/16,100,10,10,10,10,10,10,0.2
31,2005-05-17,97,10,10,10,10,10,10,4.79
28,4/24/17,95,10,9,10,10,9,10,4.75
2,2001-06-17,90,10,8,10,10,10,10,0.34
1,2004-09-16,100,10,10,10,10,10,,0.08
3,2008-04-16,93,9,9,9,9,9,9,2.57
8,2005-07-17,85,9,8,9,9,7,8,0.59
3,2010-10-16,100,10,10,10,10,10,10,0.33
119,2005-05-17,99,10,10,10,10,10,10,5.73
67,2005-02-17,98,10,10,10,10,10,10,2.47
1,11/20/16,100,10,10,10,10,10,10,0.18
6,2005-06-17,100,10,10,10,10,10,10,4.5
8,8/30/16,91,9,9,10,10,10,9,0.41
42,4/29/17,96,9,10,10,10,9,10,5.34
23,4/25/17,100,10,10,10,10,10,10,3.35
77,4/25/17,91,10,9,10,10,9,9,6.96
3,8/26/16,100,9,9,10,10,9,10,0.31
4,8/13/15,90,9,5,10,10,10,9,0.12
24,3/26/17,98,10,10,10,10,9,10,1.63
6,2005-05-17,90,9,10,10,10,10,9,1.06
1,2004-10-17,100,10,10,10,10,10,10,1
123,2005-05-17,96,10,10,10,10,10,10,5.19
21,2005-03-17,97,10,10,10,10,9,10,2.16
31,2005-06-17,100,10,10,10,10,10,9,3.73
5,4/15/17,92,10,9,10,10,10,10,1.43
24,2005-01-17,99,10,10,10,10,9,10,4.59
1,6/29/16,80,10,10,10,10,8,8,0.1
17,2004-03-17,93,10,9,10,10,9,9,2.09
35,2005-01-17,82,9,8,9,9,9,9,1
1,11/16/16,60,10,10,2,10,6,10,0.17
2,4/24/17,100,10,10,10,10,10,10,0.74
79,2005-05-17,95,10,10,10,10,8,9,3.79
83,4/30/17,99,10,10,10,10,10,10,6.03
38,2005-03-17,93,10,10,9,9,9,9,1.91
13,2005-07-17,100,10,10,10,10,10,10,6.61
52,8/22/16,87,8,9,9,9,10,9,2.28
22,2005-08-17,92,9,9,9,9,9,9,1.04
64,2005-07-17,79,9,8,9,9,10,9,6.55
1,2004-12-17,100,10,10,10,10,10,10,1
4,2002-03-17,95,10,10,10,9,9,10,0.55
40,2005-04-17,89,9,9,10,10,10,10,1.19
64,2005-08-17,99,10,10,10,10,10,10,2.72
81,3/18/17,95,10,10,10,10,9,10,5.47
18,2005-07-17,98,10,10,10,10,10,10,4.06
34,2005-03-17,95,10,10,10,10,10,9,2.06
1,2005-08-17,100,10,10,10,10,8,10,1
10,4/21/17,76,8,8,9,9,8,8,1.02
3,2005-07-17,100,9,10,10,10,9,10,3
46,4/13/17,96,10,10,10,10,9,10,2.01
1,4/15/16,60,8,10,10,10,8,8,0.08
4,9/23/16,93,10,10,10,10,10,8,0.45
85,2005-09-17,97,10,10,10,10,10,10,6.14
12,6/15/16,96,10,9,10,9,10,10,0.6
72,2005-07-17,97,9,10,10,10,10,10,5.14
3,2005-07-17,100,10,9,10,9,9,10,3
167,2005-07-17,97,10,10,10,10,10,10,7.23
39,6/15/16,91,10,9,10,9,10,9,1.78
14,2004-11-17,91,9,9,10,10,10,9,1.16
40,2004-03-17,97,10,10,9,10,9,10,2.96
2,2004-10-17,90,10,10,10,10,8,10,0.25
38,4/16/17,83,8,8,9,9,10,9,1.26
30,2005-05-17,97,10,10,10,10,9,10,1.44
13,2005-06-17,94,9,10,10,10,10,9,6.72
30,2005-02-17,94,9,9,10,10,9,9,3.14
2,2004-10-17,100,10,10,10,10,10,10,1.87
1,6/24/15,100,10,10,10,10,10,10,0.04
1,5/26/15,80,8,6,10,10,8,8,0.04
18,2005-01-17,96,10,10,10,10,10,10,2.13
1,2009-01-16,100,10,10,10,10,10,10,0.12
27,2005-08-17,98,10,10,10,10,9,10,2.76
3,4/24/17,93,9,9,9,9,10,9,3
54,2005-07-17,99,10,10,10,10,10,10,4.07
5,2008-10-16,96,10,10,10,10,10,8,0.23
20,2005-06-17,97,10,10,10,10,10,10,5.5
43,2005-02-17,96,10,10,10,10,9,10,1.91
2,2005-07-17,100,10,10,10,10,10,10,2
12,2005-05-17,100,10,10,10,10,9,10,0.91
6,2007-02-16,87,10,10,9,8,8,9,0.28
6,2005-01-17,93,9,10,10,10,9,9,4.74
2,10/19/15,100,10,10,10,10,9,10,0.1
128,2005-03-17,97,10,10,10,10,10,10,5.55
15,4/27/17,73,7,8,9,8,9,8,2.26
4,4/15/17,85,9,10,10,10,8,10,0.42
26,2005-04-17,98,10,10,10,10,10,10,2.46
30,2007-08-16,92,10,9,10,9,8,9,1.17
4,12/25/16,100,10,10,10,10,9,10,0.53
13,9/16/16,82,8,8,8,9,8,8,0.98
23,2005-01-17,83,9,8,10,10,8,9,1.5
80,2005-03-17,99,10,10,10,10,10,10,5.17
110,2005-08-17,95,9,10,10,10,10,10,6.33
8,8/17/16,70,7,6,9,9,8,7,0.68
2,8/29/16,100,10,9,10,10,10,10,0.19
8,4/24/17,98,10,10,10,10,10,10,0.7
5,2002-12-17,95,10,9,10,9,9,9,0.74
19,2012-11-16,98,10,9,10,10,10,10,1.64
3,4/23/17,100,10,10,10,10,9,10,2.43
5,2007-12-16,76,8,8,9,9,9,8,2.42
1,3/13/17,100,10,10,10,10,10,10,0.52
57,4/30/17,95,10,10,10,10,10,10,5.63
3,10/23/16,93,9,10,10,10,9,10,0.43
30,4/30/17,95,9,9,10,10,10,10,3.26
11,4/16/17,100,10,10,10,10,10,10,0.92
105,2005-02-17,90,9,9,9,10,9,9,4.36
3,2002-12-17,80,10,8,10,10,9,9,0.6
80,2005-09-17,99,10,10,10,10,10,10,4.75
6,1/15/17,97,10,10,10,10,9,9,0.73
2,8/13/16,80,7,9,8,8,7,8,0.19
73,2005-07-17,96,10,10,10,10,10,10,2
59,2005-08-17,95,10,10,10,10,10,10,3.01
2,2005-07-17,100,9,9,10,10,10,10,1.87
1,2002-09-17,100,10,10,10,10,10,10,0.33
64,2005-01-17,100,10,10,10,10,9,10,2.5
17,4/26/17,93,10,10,10,10,9,10,0.95
4,2005-05-17,100,10,10,10,10,10,10,1.64
1,2005-05-17,100,10,10,10,10,10,10,1
1,6/19/16,100,10,10,10,10,10,10,0.09
2,2005-07-17,100,9,10,10,10,9,10,2
5,4/16/17,100,10,10,10,10,9,10,0.85
14,12/31/16,90,9,9,10,10,8,9,1.97
74,2005-04-17,99,10,10,10,10,10,10,5.95
30,2003-10-17,97,10,10,10,10,9,10,1.28
4,2005-07-17,100,10,10,10,10,10,10,4
79,4/23/17,95,10,10,9,9,10,10,3.28
4,4/26/17,100,10,10,9,10,9,10,1.05
7,3/19/17,89,9,9,9,10,9,9,0.46
3,2005-01-17,100,10,10,10,10,10,10,0.73
1,8/20/16,80,6,4,10,10,8,8,0.11
33,4/30/17,91,9,10,10,10,9,10,4.52
26,2001-02-17,93,10,10,10,10,9,9,1.8
49,2005-08-17,99,10,10,10,10,10,10,2.66
33,2011-08-16,99,10,10,10,10,10,10,2.32
7,2/20/17,100,10,10,10,10,10,10,0.64
81,4/15/17,96,10,10,10,10,10,10,3.34
20,4/29/17,91,9,10,9,10,9,9,2.61
12,2005-06-17,90,10,10,10,9,10,9,2.83
17,4/18/17,93,9,10,10,10,9,9,1.23
44,8/23/16,91,9,9,10,10,10,9,1.23
8,2004-03-17,100,10,10,10,10,10,10,2
2,4/15/17,100,9,10,10,10,9,10,2
1,4/30/17,60,6,6,8,8,8,6,1
8,2004-08-16,100,10,10,10,10,10,10,0.36
66,2001-03-17,95,10,9,10,10,10,10,2.82
110,2005-06-17,94,10,10,10,10,9,10,8.73
14,2005-08-17,100,10,10,10,10,10,10,2.13
45,4/30/17,98,10,10,10,10,9,10,1.9
4,2/17/17,90,9,8,9,9,10,9,0.42
2,2004-12-17,100,10,10,10,10,10,10,0.76
118,2005-02-17,93,10,10,10,10,9,10,5.09
8,2010-02-15,80,9,9,9,9,8,8,0.37
55,4/30/17,95,10,10,10,10,9,10,2.88
26,4/25/17,94,10,9,10,10,10,10,2.02
1,2007-04-15,100,10,10,10,10,8,10,0.04
94,2005-08-17,99,10,10,10,10,10,10,5.61
108,2005-03-17,94,10,10,10,10,10,10,4.76
61,4/30/17,82,9,9,9,10,8,9,5.7
26,4/29/17,98,10,10,10,10,10,10,1.27
4,2004-02-17,100,10,10,10,10,9,10,0.39
2,2005-08-17,90,10,10,10,10,10,10,2
10,8/26/16,86,9,9,10,10,9,9,0.72
21,4/26/17,93,9,10,10,10,9,10,2.81
84,2005-08-17,93,10,9,10,10,9,10,4.03
21,2005-08-17,95,10,9,9,10,8,10,6.85
4,10/21/16,100,10,10,10,10,10,10,0.35
118,2005-05-17,96,10,9,10,10,10,10,5.88
2,8/13/16,90,10,10,10,10,10,10,0.15
13,2005-08-17,88,10,9,9,10,9,9,1.9
6,2005-08-17,97,9,10,9,10,9,9,6
1,2005-01-17,100,10,10,10,10,10,10,1
183,2005-04-17,97,10,10,10,10,10,10,7.18
3,2/20/17,100,10,10,10,10,10,10,1
22,2004-06-17,93,10,9,10,10,9,9,1.11
5,2007-10-16,92,10,8,10,10,10,10,0.21
9,2004-10-17,84,9,9,10,10,8,8,1.27
10,2005-07-17,100,10,10,10,10,10,10,4
5,4/25/17,92,10,10,10,10,10,10,2.38
35,2005-02-17,95,10,10,9,10,9,10,3.38
58,2005-02-17,90,9,9,10,9,8,9,5.84
94,4/25/17,85,9,8,9,10,10,9,3.38
31,2005-01-17,98,10,10,10,10,10,10,1.98
14,4/16/17,99,10,10,10,10,10,10,0.59
22,4/30/17,97,10,10,10,10,9,10,4.43
2,3/18/17,100,10,10,10,10,10,10,0.38
5,4/30/16,100,10,10,10,10,10,10,0.26
9,2005-02-17,100,10,10,10,10,10,10,4.91
32,2004-07-17,95,10,10,10,10,9,10,1.68
99,2005-01-17,91,10,10,9,10,8,9,4.85
12,2005-02-17,95,10,10,9,9,9,10,1.3
16,2004-09-17,96,10,10,10,10,10,10,1.97
19,2001-12-17,93,10,10,10,10,9,9,1.43
2,2005-01-17,90,10,9,10,9,9,10,2
1,2001-12-17,100,10,10,10,10,10,10,0.25
15,2005-08-17,93,10,10,10,10,9,10,4.84
9,4/24/17,89,8,8,9,10,9,9,0.67
23,4/29/17,90,9,9,10,9,8,9,1.01
2,3/15/17,100,10,10,10,10,10,9,0.9
34,7/21/16,90,9,9,9,10,10,9,2.83
16,4/28/17,99,10,10,10,10,10,10,2.94
4,9/28/16,100,10,10,10,10,10,10,0.35
14,2004-10-17,99,10,10,10,10,10,10,0.62
2,3/30/16,100,10,10,10,10,10,9,0.08
51,2012-11-16,99,10,10,10,10,10,10,2.56
6,10/16/16,87,9,9,10,10,6,9,0.47
1,4/29/17,100,10,10,10,10,10,10,1
6,2002-10-16,87,9,9,9,9,10,9,0.29
19,2005-05-17,100,10,10,10,10,10,10,2.44
3,2005-02-17,100,10,10,10,10,10,9,3
7,7/26/15,91,9,9,10,9,9,9,0.33
3,3/25/17,100,9,10,10,10,9,9,0.83
31,2005-06-17,98,10,10,10,10,9,10,3.97
4,2005-04-17,70,7,8,10,10,10,9,1.85
3,2005-03-17,93,9,9,10,10,10,9,3
4,2005-03-17,95,10,10,10,10,10,10,3.53
38,4/30/17,91,9,9,10,10,9,10,3.11
1,4/14/17,100,10,10,10,10,10,10,1
9,3/26/17,96,9,9,10,10,10,10,1.28
49,2005-07-17,98,10,10,10,10,10,10,5.98
47,2005-02-17,91,10,9,10,10,10,9,5.28
1,3/28/17,100,8,6,10,8,10,8,1
8,2/24/17,88,9,9,9,10,10,9,2.82
60,2010-10-17,76,9,8,9,9,9,8,2.79
25,2/27/17,89,10,10,9,9,10,9,2.72
13,11/27/16,86,8,9,10,10,8,8,1.12
8,11/27/16,73,7,7,8,9,9,8,0.9
2,8/18/16,80,10,8,10,8,10,10,0.22
9,2009-12-16,93,10,9,9,9,9,9,0.32
1,8/29/14,80,10,10,10,10,10,10,0.03
1,11/20/16,100,10,10,10,10,10,10,0.28
31,2001-05-17,89,9,9,9,10,9,9,1.77
2,2001-04-17,100,10,10,10,10,10,10,0.27
130,2005-01-17,92,10,9,10,10,10,9,4.06
7,2012-12-16,97,10,9,9,10,8,10,1.03
1,9/28/15,100,10,10,10,10,10,10,0.1
5,10/30/16,96,10,9,9,10,10,10,0.69
10,2004-01-17,98,10,10,10,10,10,10,1.22
84,2004-09-17,92,10,9,9,10,10,10,3.21
33,2005-03-17,90,9,7,9,9,9,9,4.85
5,2001-09-17,88,10,9,10,10,10,9,0.18
39,2003-07-17,93,9,10,10,10,10,9,1.31
19,2012-09-15,96,9,10,10,10,10,10,0.64
4,3/21/17,95,9,10,10,10,10,10,1.74
2006-08-14,80,10,8,10,10,8,8,0.03,
8,12/14/16,95,10,10,10,10,10,10,0.31
12,2010-04-16,83,9,9,10,10,8,8,0.42
3,2004-02-17,100,10,10,10,10,10,10,2.57
4,2004-06-17,95,10,10,10,10,8,10,2.45
42,2004-03-17,91,10,9,10,10,10,9,1.27
101,3/23/17,86,9,9,10,10,10,9,3.09
48,2003-10-17,80,9,8,9,9,8,8,1.51
1,2005-05-15,80,10,8,10,10,8,8,0.04
10,2007-05-15,94,9,10,9,10,9,9,0.36
3/14/17,95,10,10,10,10,9,9,1.01,
40,10/23/17,92,10,10,10,10,10,9,1.11
16,3/13/17,91,9,9,10,10,10,10,0.5
25,3/25/17,94,10,10,10,10,10,10,0.83
62,3/27/17,78,9,8,9,9,9,8,1.75
3,10/31/16,80,9,7,10,10,10,10,0.15
7,2004-06-17,89,9,9,10,9,9,8,3
11,1/22/17,84,8,8,8,10,9,9,0.82
10,2009-07-16,98,10,10,10,10,10,10,0.49
14,7/17/16,76,8,8,8,9,9,7,1.01
1,2001-03-16,100,10,10,10,10,10,10,0.06
52,4/27/17,96,10,10,10,10,10,10,4.23
45,7/18/16,83,8,9,9,9,9,9,2.38
3,4/30/17,73,7,9,9,10,8,8,0.33
21,1/14/17,87,9,9,10,10,9,9,2.27
8,2006-04-17,95,10,10,10,10,9,10,2.7
5/29/17,98,10,10,10,10,9,10,1.58,
5,2006-11-17,100,10,10,10,10,10,10,0.61
75,7/30/16,89,9,9,9,9,10,9,4.8
2,8/16/16,90,8,8,10,10,10,8,0.11
5,2004-05-17,92,10,10,10,10,10,10,0.4
12,11/30/17,98,10,10,10,10,10,9,2.42
36,2012-01-15,93,10,9,10,10,10,10,2.75
62,2005-05-17,100,10,10,10,10,10,10,3.06
270,3/21/17,78,9,8,8,9,8,8,5.26
35,2008-08-17,99,10,10,10,10,9,10,1.19
6,5/15/16,70,8,7,9,8,8,9,1.01
1,12/24/16,100,10,10,10,10,10,10,0.11
3,7/31/17,100,10,9,10,10,9,10,0.11
32,11/19/17,97,10,10,10,10,9,10,2.73
1,3/13/16,80,10,6,6,8,8,10,0.08
7,8/15/17,100,10,10,10,10,10,10,0.34
3,1/27/17,93,10,10,10,10,10,10,0.52
13,2010-04-16,98,10,9,10,10,10,10,0.44
1,6/30/16,80,8,10,10,8,10,8,0.75
152,2009-01-17,96,10,10,10,10,9,10,4.63
5,2007-11-16,93,10,10,10,10,10,10,0.52
17,3/19/17,100,10,10,10,10,10,10,4.15
29,2/17/17,87,9,9,10,10,9,8,1.4
1,3/29/15,100,10,10,10,10,10,10,0.04
2,2/15/17,100,8,10,9,9,10,9,1.03
1,2003-10-17,100,10,10,10,10,10,10,1
13,3/27/17,98,10,10,10,10,10,10,0.87
15,11/30/16,93,10,10,10,9,10,10,1.59
24,2003-12-17,97,10,10,10,10,10,10,1.79
2,1/17/17,90,10,10,10,10,9,10,0.67
6,3/13/17,90,9,9,9,9,9,9,0.88
5,2004-01-17,100,10,10,10,10,10,10,0.36
12,10/22/16,92,10,8,10,10,10,9,0.39
2,2001-03-17,100,10,10,10,10,10,9,0.13
2,2002-12-17,80,8,6,10,10,8,8,0.65
1,2007-05-15,100,10,10,10,10,10,10,0.05
20,3/23/17,99,10,10,10,10,10,10,1.33
1,2/20/16,60,6,4,8,8,8,6,0.07
6,10/29/16,100,10,10,10,10,10,10,0.7
7,2/25/17,100,10,10,10,10,10,10,0.43
4,1/25/16,95,10,10,10,10,10,10,0.08
10,2001-01-17,100,10,10,10,10,10,9,0.81
1,12/30/16,80,10,10,10,10,10,10,0.32
20,2003-08-17,90,9,8,10,9,10,10,2.04
2,2012-02-15,100,9,10,10,10,9,9,0.11
5,3/24/17,96,10,10,10,10,10,9,3.13
8,3/26/17,100,10,10,10,10,10,10,1.23
18,3/24/17,99,10,10,10,10,10,10,2.77
13,11/13/16,88,9,8,9,10,9,9,0.46
1,2005-07-16,100,10,10,10,10,10,10,0.09
1,10/28/16,100,10,10,10,10,10,10,0.19
11,3/16/17,100,10,10,10,10,10,10,1.3
1,8/17/15,80,10,6,10,10,8,10,0.05
101,3/30/17,91,10,9,9,9,9,9,6.92
45,3/20/17,100,10,10,10,10,10,10,5.04
31,2003-11-17,99,10,10,10,10,10,10,1.66
14,7/16/16,93,10,10,9,10,9,9,0.75
68,3/26/17,98,10,10,10,10,10,10,4.57
19,2003-08-17,100,10,10,10,10,10,10,1
13,2002-10-17,95,10,10,10,10,9,10,0.71
14,3/28/17,100,10,10,10,10,10,10,4.29
21,3/25/17,89,9,8,9,10,9,10,1.51
1,3/14/15,100,10,10,10,10,10,10,0.04
2003-09-17,91,10,10,9,9,9,9,5.6,
2,9/26/15,90,10,9,10,10,10,10,0.11
1,9/21/15,100,10,8,8,10,8,8,0.05
12,2002-07-17,100,10,10,10,10,10,10,1.05
1,2001-01-17,80,8,8,10,10,10,8,0.32
44,2003-09-17,98,10,10,10,10,10,10,2.01
6,3/14/17,93,10,10,10,10,10,10,1.38
7,2001-07-17,100,10,10,10,10,10,10,0.19
21,3/20/17,99,10,10,10,10,10,10,2.3
12,2004-05-16,97,10,10,10,10,10,10,0.65
3,2010-01-16,100,10,9,10,10,10,10,0.25
5,2010-01-16,96,10,10,10,10,10,10,0.58
14,3/29/17,100,10,10,10,10,10,10,1.55
92,2003-04-17,97,10,10,10,10,10,10,4.23
3,1/25/17,100,10,10,10,10,10,10,1.2
99,2004-01-17,99,10,10,10,10,10,10,3.82
8,3/28/17,97,10,10,10,10,10,10,0.51
1,2/20/17,100,10,10,10,10,10,10,0.7
10,3/26/17,96,10,10,10,10,9,10,1.56
16,3/25/17,99,10,10,10,10,10,10,0.6
34,2012-01-16,98,10,10,10,10,10,10,1.77
2,9/21/15,80,7,5,7,9,6,8,0.11
46,3/25/17,99,10,10,10,10,10,10,1.87
59,3/22/17,87,9,9,10,10,9,8,4.93
6,1/22/17,97,10,10,10,10,9,10,1.27
17,3/15/17,99,10,10,10,10,10,10,1.38
5,3/16/17,96,10,10,10,10,10,10,1.7
9,6/28/16,98,10,10,10,10,10,10,0.54
15,3/25/17,97,10,10,10,10,10,10,2.12
70,3/26/17,99,10,10,10,10,10,10,4.04
3,2/29/16,80,7,6,9,7,8,9,0.1
1,1/22/16,80,10,10,6,10,10,10,0.07
4,3/25/17,100,10,10,10,10,10,10,1.67
18,2003-10-17,100,10,10,10,10,10,10,1.01
6,3/25/17,100,10,10,10,10,10,10,2.47
6,3/18/17,93,10,10,9,10,9,10,1.84
4,3/21/17,100,10,10,10,10,9,10,0.74
8,2/13/17,98,10,10,10,10,10,10,0.79
18,3/25/17,100,10,10,10,10,9,10,4.74
14,8/23/16,73,7,7,9,9,8,8,0.63
1,2002-01-17,100,10,10,10,10,10,10,0.48
3,3/16/16,100,10,7,10,10,9,9,0.2
1,12/24/15,80,6,8,10,10,10,8,0.06
2003-12-17,93,10,9,9,10,9,9,2.57,
5,3/27/17,100,10,9,10,10,9,10,3.26
11,11/24/14,100,10,10,10,10,10,10,0.28
49,3/18/17,99,10,10,10,10,10,10,2.68
2,2/23/16,80,8,8,8,9,8,8,0.14
1,2006-12-15,100,10,10,10,10,10,10,0.05
4,3/17/15,100,10,10,10,10,10,10,0.15
16,3/25/17,98,10,9,10,10,9,10,2.26
2,2001-04-17,100,10,10,10,10,9,10,0.22
22,3/23/17,95,10,10,10,10,10,10,1.34
10,3/26/17,96,9,10,10,10,9,10,0.62
16,1/22/17,100,10,10,10,10,10,10,0.67
23,2003-04-17,95,9,9,10,10,9,9,0.93
2,2002-04-17,100,10,10,10,10,10,10,0.16
16,2/22/17,100,10,10,10,10,10,10,0.85
2,3/25/17,100,10,10,10,10,10,8,2
96,2003-06-17,90,9,9,9,9,9,9,3.66
13,1/15/16,100,10,10,10,10,10,10,0.69
2,2/17/17,100,10,10,10,10,8,10,0.94
79,3/29/17,97,10,9,10,10,10,10,1.25
23,2/18/17,99,10,10,10,10,9,10,1.19
2,1/17/17,100,10,9,10,10,10,10,0.14
10,8/29/16,100,10,10,10,10,10,10,0.64
33,2004-01-17,98,10,10,10,10,10,10,8.46
1,2012-10-16,100,10,10,10,10,10,10,0.26
17,3/30/17,96,10,10,10,10,10,9,0.66
38,3/25/17,97,10,9,10,10,10,10,2.63
46,3/19/17,97,10,9,10,10,10,10,2.57
18,2002-07-17,92,9,9,10,9,9,9,2.15
3,2010-05-15,87,10,9,10,10,8,8,0.11
1,1/24/17,100,10,10,10,10,10,8,0.42
2,9/18/16,100,10,10,10,10,9,10,0.22
67,3/18/17,97,10,10,10,10,10,10,2.52
21,2012-03-16,92,9,10,10,9,9,9,0.53
7,2/27/17,89,9,9,9,9,9,9,0.22
2,2001-01-16,100,10,9,10,10,10,10,0.16
1,1/25/16,100,10,10,10,10,10,10,0.15
4,2001-01-17,55,6,6,9,8,9,7,0.31
2,6/19/15,80,8,8,8,8,6,8,0.07
12,7/23/16,87,9,9,9,8,9,9,0.3
3,2/16/15,93,10,10,10,10,9,10,0.07
27,3/30/17,95,10,10,10,10,9,10,0.79
1,2007-07-14,100,10,10,10,10,8,10,0.03
2,2004-03-17,70,7,7,8,6,6,6,0.09
1,2009-03-16,100,10,10,10,10,10,10,0.12
4,5/29/16,100,10,9,10,10,9,9,0.08
1,8/17/15,80,8,8,8,8,8,8,0.05
2,2008-03-15,90,7,10,9,9,9,9,0.08
20,4/26/17,96,10,10,10,10,9,10,0.42
4,7/13/16,100,10,10,10,10,10,10,0.17
2,12/16/16,100,10,10,10,10,10,10,0.1
6,2011-04-16,93,10,10,10,10,9,10,0.24
3,8/21/14,100,10,10,10,10,9,10,0.07
18,10/17/16,91,9,10,10,10,9,9,0.37
2,11/20/16,90,10,10,10,10,7,10,0.08
1,9/16/16,100,10,10,10,10,10,10,0.13
1,8/22/14,100,8,10,10,8,8,10,0.03
1,2003-04-14,94,10,10,10,10,6,10,0.03
14,2011-05-15,95,10,9,9,10,9,10,0.43
28,2005-08-17,94,10,10,10,10,10,10,5.71
2,9/18/16,90,9,8,10,10,9,9,0.29
6,4/13/15,80,8,8,8,8,9,9,0.23
11,2011-01-16,96,10,10,10,10,9,10,0.57
10,2004-09-17,98,10,10,10,10,10,10,1.24
1,2004-09-17,100,10,10,10,10,10,10,0.23
134,4/17/17,96,10,10,10,10,10,10,3.96
25,3/18/17,96,10,9,10,10,10,9,0.69
282,4/30/17,99,10,10,10,10,10,10,6.52
33,2004-05-17,93,10,10,10,10,10,9,1.45
93,4/29/17,100,10,10,10,10,10,10,8.58
58,2004-08-17,98,9,10,10,10,10,10,0.93
39,4/23/17,96,10,10,10,10,10,10,1.7
3,2/16/15,100,10,10,10,10,10,9,0.09
6,2001-09-17,97,10,10,10,10,10,10,0.84
241,4/26/17,98,10,10,10,10,10,10,7.98
78,4/14/17,97,10,10,10,10,10,10,4.37
32,4/28/17,97,10,10,10,10,10,10,3.32
7,2007-10-16,94,10,10,10,10,8,9,0.41
1,2001-03-15,100,10,10,10,10,10,10,0.05
11,3/23/17,100,10,10,10,10,10,10,1.7
1,2003-08-17,100,10,10,10,10,10,10,1
5,3/29/17,100,10,10,10,10,10,10,4.55
14,3/23/17,99,10,10,10,10,10,10,2.27
39,3/29/17,92,9,9,10,10,9,10,2.93
9,3/21/17,100,10,10,10,10,9,10,2.93
31,3/27/17,95,10,10,10,10,9,10,1.57
4,2005-07-17,100,10,10,10,10,10,10,4
10,10,10,10,10,10,0.7,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
80,7,9,8,9,9,7,0.15,,
10/28/16,90,10,10,10,10,10,10,0.7,
99,10,9,10,10,10,10,2.65,,
98,10,10,10,10,10,10,1.05,,
,,,,,,,,,
90,10,10,9,9,10,9,0.49,,
,,,,,,,,,
100,10,10,10,10,8,10,0.03,,
,,,,,,,,,
,,,,,,,,,
94,10,10,10,10,9,9,0.89,,
100,10,10,10,10,8,8,0.14,,
92,9,9,10,10,9,9,0.9,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
94,9,9,9,10,10,9,0.84,,
91,9,8,10,10,10,9,0.76,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
100,8,10,10,10,10,10,0.21,,
,,,,,,,,,
100,10,10,10,10,10,10,0.2,,
,,,,,,,,,
76,9,7,9,9,9,8,0.81,,
,,,,,,,,,
100,10,10,10,10,10,10,0.4,,
90,9,8,9,9,9,10,0.16,,
,,,,,,,,,
,,,,,,,,,
100,10,10,10,9,10,9,0.28,,
97,10,10,10,10,9,9,0.19,,
,,,,,,,,,
95,10,10,10,10,10,10,0.19,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
95,10,9,10,10,10,10,0.15,,
97,9,10,10,10,9,10,0.72,,
100,10,10,10,10,10,10,0.21,,
86,9,10,10,10,9,9,0.49,,
98,10,10,10,10,10,10,0.47,,
100,10,10,10,10,9,10,0.1,,
,,,,,,,,,
,,,,,,,0.07,,
100,10,10,10,10,10,10,0.1,,
